Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
CG30022,FBgn0050022,,,,,FBgn0050022,CG30022
CG30054,FBgn0050054,,,,,FBgn0050054,CG30054
CG30059,FBgn0260475,enzyme,,,,FBgn0260475,CG30059
CG30059,FBgn0260475,,,,,FBgn0260475,CG30059
CG3009,FBgn0029720,enzyme,,,,FBgn0029720,CG3009
CG3009,FBgn0029720,,,,,FBgn0029720,CG3009
CG30103,FBgn0050103,,,,,FBgn0050103,CG30103
CG3011,FBgn0029823,enzyme,,,,FBgn0029823,Shmt
CG30265,FBgn0050265,,,,,FBgn0050265,CG30265
CG30274,FBgn0050274,,,,,FBgn0050274,CG30274
CG30339,FBgn0050339,,,,,FBgn0050339,CG30339
CG30344,FBgn0050344,,,,,FBgn0050344,CG30344
CG30345,FBgn0050345,,,,,FBgn0050345,CG30345
CG3036,FBgn0031645,,,,,FBgn0031645,CG3036
CG30381,FBgn0050381,other,,,,FBgn0050381,PIG-X
CG30392,FBgn0050392,,,,,FBgn0050392,CG30392
CG30394,FBgn0050394,,,,,FBgn0050394,CG30394
CG30427,FBgn0043792,,,,,FBgn0043792,CG30427
CG30463,FBgn0050463,enzyme,,,,FBgn0050463,Pgant9
CG30463,FBgn0050463,,,,,FBgn0050463,Pgant9
CG30491,FBgn0050491,,,,,FBgn0050491,CG30491
CG30493,FBgn0050493,,,,,FBgn0050493,Coq9
CG30495,FBgn0050495,,,,,FBgn0050495,CG30495
CG30499,FBgn0050499,enzyme,,,,FBgn0050499,Rpe
CG30503,FBgn0050503,enzyme,,,,FBgn0050503,CG30503
CG30503,FBgn0050503,,,,,FBgn0050503,CG30503
CG3091,FBgn0029608,,,,,FBgn0029608,CG3091
CG31002,FBgn0051002,enzyme,,,,FBgn0051002,Ugt35D1
CG31002,FBgn0051002,,,,,FBgn0051002,Ugt35D1
CG31013,FBgn0051013,,,,,FBgn0051013,CG31013
CG31016,FBgn0051016,enzyme,,,,FBgn0051016,CG31016
CG31016,FBgn0051016,,,,,FBgn0051016,CG31016
CG31021,FBgn0051021,,,,,FBgn0051021,CG31021
CG31028,FBgn0051028,other,,,,FBgn0051028,CG31028
CG31028,FBgn0051028,,,,,FBgn0051028,CG31028
CG31064,FBgn0051064,,,,,FBgn0051064,CG31064
CG31075,FBgn0051075,enzyme,,,,FBgn0051075,CG31075
CG31075,FBgn0051075,,,,,FBgn0051075,CG31075
CG31077,FBgn0051077,other,,,,FBgn0051077,CG31077
CG31077,FBgn0051077,,,,,FBgn0051077,CG31077
CG31089,FBgn0051089,enzyme,,,,FBgn0051089,CG31089
CG31089,FBgn0051089,,,,,FBgn0051089,CG31089
CG31091,FBgn0051091,enzyme,,,,FBgn0051091,CG31091
CG31091,FBgn0051091,,,,,FBgn0051091,CG31091
CG31103,FBgn0051103,,,,,FBgn0051103,CG31103
CG31106,FBgn0051106,,,,,FBgn0051106,CG31106
CG31115,FBgn0051115,enzyme,,,,FBgn0051115,CG31115
CG31115,FBgn0051115,,,,,FBgn0051115,CG31115
CG31140,FBgn0051140,enzyme,,,,FBgn0051140,CG31140
CG31140,FBgn0051140,,,,,FBgn0051140,CG31140
CG31141,FBgn0051141,other,,,,FBgn0051141,CG31141
CG31141,FBgn0051141,,,,,FBgn0051141,CG31141
CG31148,FBgn0051148,enzyme,,,,FBgn0051148,Gba1a
CG31156,FBgn0051156,enzyme,,,,FBgn0051156,CG31156
CG31156,FBgn0051156,,,,,FBgn0051156,CG31156
CG31183,FBgn0051183,enzyme,,,,FBgn0051183,CG31183
CG31183,FBgn0051183,,,,,FBgn0051183,CG31183
CG31233,FBgn0051233,enzyme,,,,FBgn0051233,CG31233
CG31233,FBgn0051233,,,,,FBgn0051233,CG31233
CG31235,FBgn0051235,,,,,FBgn0286852,naz
CG31262,FBgn0051262,,,,,FBgn0051262,CG31262
CG31272,FBgn0051272,,,,,FBgn0051272,CG31272
CG31321,FBgn0051321,,,,,FBgn0051321,CG31321
CG31371,FBgn0051371,,,,,FBgn0051371,CG31371
CG31381,FBgn0043799,,,,,FBgn0043799,CG31381
CG31413,FBgn0051413,enzyme,,,,FBgn0051413,Qsox4
CG31414,FBgn0051414,enzyme,,,,FBgn0051414,Gba1b
CG31473,FBgn0051473,enzyme,,,,FBgn0051473,CG31473
CG31473,FBgn0051473,,,,,FBgn0051473,CG31473
CG3149,FBgn0027564,other,,,,FBgn0027564,CG3149
CG3149,FBgn0027564,,,,,FBgn0027564,CG3149
CG31522,FBgn0051522,,,,,FBgn0051522,CG31522
CG31523,FBgn0051523,,,,,FBgn0051523,CG31523
CG31524,FBgn0051524,enzyme,,,,FBgn0051524,CG31524
