Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
Hsp67Bb,FBgn0001228,NA,,,,FBgn0001228,CG4456
Hsp67Bc,FBgn0001229,NA,,,,FBgn0001229,Hsp67Bc
Hsp68,FBgn0001230,NA,,,,FBgn0001230,Hsp68
Hsp70Aa,FBgn0013275,NA,,,,FBgn0013275,Hsp70Aa
Hsp70Ab,FBgn0013276,NA,,,,FBgn0013276,Hsp70Ab
Hsp70Ba,FBgn0013277,NA,,,,FBgn0013277,Hsp70Ba
Hsp70Bb,FBgn0013278,NA,,,,FBgn0013278,Hsp70Bb
Hsp70Bbb,FBgn0051354,NA,,,,FBgn0051354,Hsp70Bbb
Hsp70Bc,FBgn0013279,NA,,,,FBgn0013279,Hsp70Bc
Hsp83,FBgn0001233,NA,,,,FBgn0001233,Hsp83
jdp,FBgn0027654,NA,,,,FBgn0027654,jdp
l(2)35Cc,FBgn0259982,NA,,,,FBgn0259982,Uxt
l(2)efl,FBgn0011296,NA,,,,FBgn0011296,l(2)efl
l(2)tid,FBgn0002174,NA,,,,FBgn0002174,CG5504
l(3)01239,FBgn0010741,NA,,,,FBgn0010741,Pfdn2
mio,FBgn0031399,NA,,,,FBgn0031399,mio
mrj,FBgn0034091,NA,,,,FBgn0034091,mrj
Nap1,FBgn0015268,NA,,,,FBgn0015268,Nap1
Nlp,FBgn0016685,NA,,,,FBgn0016685,Nlp
nudC,FBgn0021768,NA,,,,FBgn0021768,nudC
P58IPK,FBgn0037718,NA,,,,FBgn0037718,P58IPK
Pdi,FBgn0014002,NA,,,,FBgn0286818,Pdi
Roe1,FBgn0014877,NA,,,,FBgn0014877,Roe1
Sec63,FBgn0035771,NA,,,,FBgn0035771,Sec63
Sgt1,FBgn0265101,NA,,,,FBgn0265101,Sgt1
shu,FBgn0003401,NA,,,,FBgn0003401,shu
spag,FBgn0015544,NA,,,,FBgn0015544,spag
stv,FBgn0086708,NA,,,,FBgn0086708,stv
T-cp1,FBgn0003676,NA,,,,FBgn0003676,CCT1
TBCD,FBgn0027509,NA,,,,FBgn0027509,TBCD
Tbce,FBgn0033055,NA,,,,FBgn0033055,Tbce
Tcp-1eta,FBgn0037632,NA,,,,FBgn0037632,CCT7
Tcp-1zeta,FBgn0027329,NA,,,,FBgn0027329,CCT6
Torsin,FBgn0025615,NA,,,,FBgn0025615,Torsin
Tpr2,FBgn0032586,NA,,,,FBgn0032586,Tpr2
Trap1,FBgn0026761,NA,,,,FBgn0026761,Trap1
UK114,FBgn0086691,NA,,,,FBgn0086691,UK114
unc-45,FBgn0010812,NA,,,,FBgn0010812,unc-45
uri,FBgn0035025,NA,,,,FBgn0035025,uri
wbl,FBgn0004003,NA,,,,FBgn0004003,wbl
wus,FBgn0030805,NA,,,,FBgn0030805,wus
