Gene,FBgn,Sub-group,Sub-sub-group,Confidence,Comments,validated_id,current_symbol
14-3-3epsilon,FBgn0020238,NA,,,,FBgn0020238,14-3-3epsilon
14-3-3zeta,FBgn0004907,NA,,,,FBgn0004907,14-3-3zeta
140up,FBgn0010340,NA,,,,FBgn0010340,140up
26-29-p,FBgn0250848,NA,,,,FBgn0250848,26-29-p
312,FBgn0029514,NA,,,,FBgn0029514,312
Aats-ala-m,FBgn0028962,NA,,,,FBgn0028962,AlaRS-m
Aats-gly,FBgn0027088,NA,,,,FBgn0027088,GlyRS
Aats-his,FBgn0027087,NA,,,,FBgn0027087,HisRS
Aats-leu,FBgn0027085,NA,,,,FBgn0027085,LeuRS-m
Aats-met,FBgn0027083,NA,,,,FBgn0027083,MetRS-m
Aats-phe-m,FBgn0275436,NA,,,,FBgn0275436,PheRS-m
Aats-pro,FBgn0027082,NA,,,,FBgn0027082,ProRS-m
Aats-tyr-m,FBgn0035064,NA,,,,FBgn0035064,TyrRS-m
ABCB7,FBgn0035244,NA,,,,FBgn0035244,ABCB7
Acon,FBgn0010100,NA,,,,FBgn0010100,mAcon1
Acp36DE,FBgn0011559,NA,,,,FBgn0011559,Acp36DE
Acsl,FBgn0263120,NA,,,,FBgn0263120,Acsl
Act57B,FBgn0000044,NA,,,,FBgn0000044,Act57B
Act5C,FBgn0000042,NA,,,,FBgn0000042,Act5C
Act79B,FBgn0000045,NA,,,,FBgn0000045,Act79B
Act87E,FBgn0000046,NA,,,,FBgn0000046,Act87E
Act88F,FBgn0000047,NA,,,,FBgn0000047,Act88F
Actn,FBgn0000667,NA,,,,FBgn0000667,Actn
ade5,FBgn0020513,NA,,,,FBgn0020513,Paics
Adh,FBgn0000055,NA,,,,FBgn0000055,Adh
Adk2,FBgn0022708,NA,,,,FBgn0283494,Ak2
Adk3,FBgn0042094,NA,,,,FBgn0042094,Ak3
AIF,FBgn0031392,NA,,,,FBgn0031392,AIF
Alas,FBgn0020764,NA,,,,FBgn0020764,Alas
Ald,FBgn0000064,NA,,,,FBgn0000064,Ald1
Aldh,FBgn0012036,NA,,,,FBgn0012036,Aldh
Aldh-III,FBgn0010548,NA,,,,FBgn0010548,Aldh-III
alpha-Est7,FBgn0015575,NA,,,,FBgn0015575,alpha-Est7
alpha-Spec,FBgn0250789,NA,,,,FBgn0250789,alpha-Spec
alphaTub84B,FBgn0003884,NA,,,,FBgn0003884,alphaTub84B
alphaTub84D,FBgn0003885,NA,,,,FBgn0003885,alphaTub84D
Alr,FBgn0031068,NA,,,,FBgn0031068,Alr
Ank,FBgn0011747,NA,,,,FBgn0011747,Ank
Ant2,FBgn0025111,NA,,,,FBgn0025111,Ant2
AnxB9,FBgn0000083,NA,,,,FBgn0000083,AnxB9
ApepP,FBgn0026150,NA,,,,FBgn0026150,ApepP
aralar1,FBgn0028646,NA,,,,FBgn0028646,aralar1
Arc42,FBgn0038742,NA,,,,FBgn0038742,Arc42
arg,FBgn0023535,NA,,,,FBgn0023535,arg
Argk,FBgn0000116,NA,,,,FBgn0000116,Argk
asrij,FBgn0034793,NA,,,,FBgn0034793,asrij
Atpalpha,FBgn0002921,NA,,,,FBgn0002921,Atpalpha
ATPsynB,FBgn0019644,NA,,,,FBgn0019644,ATPsynB
ATPsynbeta,FBgn0010217,NA,,,,FBgn0010217,ATPsynbeta
ATPsynbetaL,FBgn0036568,NA,,,,FBgn0036568,ATPsynbetaL
ATPsynC,FBgn0039830,NA,,,,FBgn0039830,ATPsynC
ATPsynCF6,FBgn0016119,NA,,,,FBgn0016119,ATPsynCF6
ATPsynD,FBgn0016120,NA,,,,FBgn0016120,ATPsynD
ATPsyndelta,FBgn0028342,NA,,,,FBgn0028342,ATPsyndelta
ATPsynE,FBgn0038224,NA,,,,FBgn0038224,ATPsynE
ATPsynF,FBgn0035032,NA,,,,FBgn0035032,ATPsynF
ATPsynG,FBgn0010612,NA,,,,FBgn0010612,ATPsynG
ATPsyngamma,FBgn0020235,NA,,,,FBgn0020235,ATPsyngamma
ATPsynO,FBgn0016691,NA,,,,FBgn0016691,ATPsynO
att-ORFA,FBgn0067783,NA,,,,FBgn0067783,DPCoAC
awd,FBgn0000150,NA,,,,FBgn0000150,awd
bcn92,FBgn0013432,NA,,,,FBgn0013432,bcn92
beg,FBgn0036691,NA,,,,FBgn0036691,beg
beta-Spec,FBgn0250788,NA,,,,FBgn0250788,beta-Spec
betaTub56D,FBgn0003887,NA,,,,FBgn0284243,betaTub56D
bgm,FBgn0027348,NA,,,,FBgn0027348,bgm
bl,FBgn0267791,NA,,,,FBgn0267791,HnRNP-K
blp,FBgn0038387,NA,,,,FBgn0038387,blp
blw,FBgn0011211,NA,,,,FBgn0011211,blw
bonsai,FBgn0026261,NA,,,,FBgn0026261,bonsai
bor,FBgn0040237,NA,,,,FBgn0287225,bor
bsf,FBgn0032679,NA,,,,FBgn0284256,bsf
Bsg,FBgn0261822,NA,,,,FBgn0261822,Bsg
c12.2,FBgn0040234,NA,,,,FBgn0040234,c12.2
Ca-P60A,FBgn0263006,NA,,,,FBgn0263006,SERCA
CAHbeta,FBgn0037646,NA,,,,FBgn0037646,CAHbeta
Cam,FBgn0000253,NA,,,,FBgn0000253,Cam
Cat,FBgn0000261,NA,,,,FBgn0000261,Cat
cathD,FBgn0029093,NA,,,,FBgn0029093,cathD
Cbp53E,FBgn0004580,NA,,,,FBgn0004580,Cbp53E
Ccdc56,FBgn0261353,NA,,,,FBgn0261353,Ccdc56
Cchl,FBgn0038925,NA,,,,FBgn0038925,Cchl
CG10063,FBgn0035727,NA,,,,FBgn0035727,CG10063
CG10075,FBgn0035722,NA,,,,FBgn0035722,CG10075
CG10092,FBgn0037526,NA,,,,FBgn0037526,ArgRS-m
CG10194,FBgn0032790,NA,,,,FBgn0032790,CG10194
CG10214,FBgn0039115,NA,,,,FBgn0039115,CG10214
CG10340,FBgn0022344,NA,,,,FBgn0022344,CG10340
CG10361,FBgn0036208,NA,,,,FBgn0036208,CG10361
CG10399,FBgn0031877,NA,,,,FBgn0031877,Hmgcl
CG10424,FBgn0036848,NA,,,,FBgn0036848,Naxd
CG10512,FBgn0037057,NA,,,,FBgn0037057,CG10512
CG10527,FBgn0034583,NA,,,,FBgn0034583,CG10527
CG10602,FBgn0032721,NA,,,,FBgn0032721,CG10602
CG10639,FBgn0032729,NA,,,,FBgn0032729,L2HGDH
CG10672,FBgn0035588,NA,,,,FBgn0035588,CG10672
CG10731,FBgn0034081,NA,,,,FBgn0034081,CG10731
CG10877,FBgn0038804,NA,,,,FBgn0038804,CG10877
CG1090,FBgn0037238,NA,,,,FBgn0037238,CG1090
CG10914,FBgn0034307,NA,,,,FBgn0034307,CG10914
CG10924,FBgn0034356,NA,,,,FBgn0034356,Pepck2
CG10932,FBgn0029969,NA,,,,FBgn0029969,CG10932
CG10962,FBgn0030073,NA,,,,FBgn0030073,CG10962
CG11035,FBgn0037544,NA,,,,FBgn0037544,CG11035
CG11077,FBgn0039930,NA,,,,FBgn0039930,CG11077
CG11095,FBgn0030528,NA,,,,FBgn0030528,CG11095
CG11110,FBgn0034535,NA,,,,FBgn0034535,CG11110
CG11241,FBgn0037186,NA,,,,FBgn0037186,CG11241
CG11267,FBgn0036334,NA,,,,FBgn0036334,CG11267
CG11337,FBgn0039846,NA,,,,FBgn0039846,PNPase
CG11562,FBgn0031247,NA,,,,FBgn0031247,CG11562
CG11679,FBgn0030678,NA,,,,FBgn0030678,CG11679
CG11722,FBgn0037777,NA,,,,FBgn0037777,CG11722
CG11739,FBgn0037239,NA,,,,FBgn0037239,Sfxn1-3
CG11752,FBgn0030292,NA,,,,FBgn0030292,CG11752
CG11771,FBgn0039252,NA,,,,FBgn0039252,CG11771
CG11779,FBgn0038683,NA,,,,FBgn0038683,CG11779
CG11811,FBgn0036099,NA,,,,FBgn0036099,CG11811
CG11825,FBgn0033519,NA,,,,FBgn0033519,CG11825
CG11876,FBgn0039635,NA,,,,FBgn0039635,Pdhb
CG12162,FBgn0037329,NA,,,,FBgn0037329,POLDIP2
CG12163,FBgn0260462,NA,,,,FBgn0260462,CtsF
CG12170,FBgn0037356,NA,,,,FBgn0037356,CG12170
CG12171,FBgn0037354,NA,,,,FBgn0037354,CG12171
CG12262,FBgn0035811,NA,,,,FBgn0035811,Mcad
CG12264,FBgn0032393,NA,,,,FBgn0032393,Nfs1
CG12355,FBgn0040805,NA,,,,FBgn0040805,CG12355
CG1236,FBgn0037370,NA,,,,FBgn0037370,CG1236
CG12375,FBgn0031987,NA,,,,FBgn0031987,CG12375
CG12413,FBgn0039588,NA,,,,FBgn0039588,mIF2
CG12512,FBgn0031703,NA,,,,FBgn0031703,CG12512
CG12736,FBgn0033184,NA,,,,FBgn0033184,mEFTu2
CG12848,FBgn0040666,NA,,,,FBgn0040666,CG12848
CG12895,FBgn0033523,NA,,,,FBgn0033523,CG12895
CG12935,FBgn0033547,NA,,,,FBgn0033547,CG12935
CG13126,FBgn0032168,NA,,,,FBgn0032168,CG13126
CG13163,FBgn0033712,NA,,,,FBgn0033712,mIF3
CG1319,FBgn0035529,NA,,,,FBgn0035529,Fdx2
CG13220,FBgn0033608,NA,,,,FBgn0033608,CG13220
CG13315,FBgn0040827,NA,,,,FBgn0040827,CG13315
CG13321,FBgn0033787,NA,,,,FBgn0033787,CG13321
CG13365,FBgn0029529,NA,,,,FBgn0029529,CG13365
CG13392,FBgn0032033,NA,,,,FBgn0032033,CG13392
CG13551,FBgn0040660,NA,,,,FBgn0040660,CG13551
CG13601,FBgn0039126,NA,,,,FBgn0039126,CG13601
CG13850,FBgn0038961,NA,,,,FBgn0038961,CG13850
CG13890,FBgn0035169,NA,,,,FBgn0035169,Dci
CG14130,FBgn0036210,NA,,,,FBgn0036210,CG14130
CG14207,FBgn0031037,NA,,,,FBgn0031037,CG14207
CG14270,FBgn0029665,NA,,,,FBgn0029665,CG14270
CG1440,FBgn0030038,NA,,,,FBgn0030038,CG1440
CG14407,FBgn0030584,NA,,,,FBgn0030584,CG14407
CG1444,FBgn0029975,NA,,,,FBgn0029975,spidey
CG14613,FBgn0031188,NA,,,,FBgn0031188,CG14613
CG14630,FBgn0014903,NA,,,,FBgn0014903,CG14630
CG14757,FBgn0033274,NA,,,,FBgn0033274,CG14757
CG14777,FBgn0026872,NA,,,,FBgn0026872,CG14777
CG14778,FBgn0029580,NA,,,,FBgn0029580,CG14778
CG14806,FBgn0029594,NA,,,,FBgn0029594,Coa8
CG14997,FBgn0035515,NA,,,,FBgn0035515,CG14997
CG15093,FBgn0034390,NA,,,,FBgn0034390,CG15093
CG1532,FBgn0031143,NA,,,,FBgn0031143,CG1532
CG1544,FBgn0039827,NA,,,,FBgn0039827,CG1544
CG15881,FBgn0036909,NA,,,,FBgn0036909,Ccdc58
CG15908,FBgn0033085,NA,,,,FBgn0033085,CG15908
CG15912,FBgn0029712,NA,,,,FBgn0029712,CG15912
CG1635,FBgn0039854,NA,,,,FBgn0039854,CG1635
CG1640,FBgn0030478,NA,,,,FBgn0030478,CG1640
CG1648,FBgn0033446,NA,,,,FBgn0033446,CG1648
CG1665,FBgn0033451,NA,,,,FBgn0033451,Marc
CG1673,FBgn0030482,NA,,,,FBgn0030482,CG1673
CG16787,FBgn0034940,NA,,,,FBgn0034940,CG16787
CG16935,FBgn0033883,NA,,,,FBgn0033883,CG16935
CG16985,FBgn0035355,NA,,,,FBgn0035355,CG16985
CG16986,FBgn0035356,NA,,,,FBgn0035356,CG16986
CG17221,FBgn0031500,NA,,,,FBgn0031500,CG17221
CG17327,FBgn0038107,NA,,,,FBgn0038107,CG17327
CG1750,FBgn0039836,NA,,,,FBgn0039836,CG1750
CG17683,FBgn0262115,NA,,,,FBgn0262115,CG17683
CG17691,FBgn0039993,NA,,,,FBgn0039993,CG17691
CG17715,FBgn0041004,NA,,,,FBgn0041004,CG17715
CG17726,FBgn0037880,NA,,,,FBgn0037880,CG17726
CG17734,FBgn0037890,NA,,,,FBgn0037890,CG17734
CG1774,FBgn0039856,NA,,,,FBgn0039856,CG1774
CG17896,FBgn0023537,NA,,,,FBgn0023537,CG17896
CG1814,FBgn0033426,NA,,,,FBgn0033426,CG1814
CG1824,FBgn0030403,NA,,,,FBgn0030403,CG1824
CG18327,FBgn0033904,NA,,,,FBgn0033904,CG18327
CG18528,FBgn0039189,NA,,,,FBgn0039189,CG18528
CG18769,FBgn0042185,NA,,,,FBgn0042185,MCU
CG18815,FBgn0042138,NA,,,,FBgn0042138,Apt1
CG1885,FBgn0030066,NA,,,,FBgn0030066,Uros1
CG1907,FBgn0039674,NA,,,,FBgn0039674,CG1907
CG2022,FBgn0037292,NA,,,,FBgn0037292,plh
CG2059,FBgn0029942,NA,,,,FBgn0029942,CG2059
CG2064,FBgn0033205,NA,,,,FBgn0033205,CG2064
CG2076,FBgn0030263,NA,,,,FBgn0030263,CG2076
CG2107,FBgn0035383,NA,,,,FBgn0035383,CPT2
CG2118,FBgn0039877,NA,,,,FBgn0039877,Mccc1
CG2124,FBgn0030217,NA,,,,FBgn0030217,CG2124
CG2145,FBgn0030251,NA,,,,FBgn0030251,CG2145
CG2200,FBgn0030447,NA,,,,FBgn0030447,CG2200
CG2277,FBgn0035204,NA,,,,FBgn0035204,CG2277
Cg25C,FBgn0000299,NA,,,,FBgn0000299,Col4a1
CG2604,FBgn0037298,NA,,,,FBgn0037298,Sccpdh1
CG2658,FBgn0024992,NA,,,,FBgn0024992,Spg7
CG2767,FBgn0037537,NA,,,,FBgn0037537,CG2767
CG2794,FBgn0031265,NA,,,,FBgn0031265,CG2794
CG2852,FBgn0034753,NA,,,,FBgn0034753,CG2852
CG2862,FBgn0031459,NA,,,,FBgn0031459,HINT1
CG2918,FBgn0023529,NA,,,,FBgn0023529,CG2918
CG2970,FBgn0034936,NA,,,,FBgn0034936,Stoml2
CG2974,FBgn0030178,NA,,,,FBgn0030178,Naxe
CG30010,FBgn0050010,NA,,,,FBgn0050010,CG30010
CG30022,FBgn0050022,NA,,,,FBgn0050022,CG30022
CG3011,FBgn0029823,NA,,,,FBgn0029823,Shmt
CG30159,FBgn0050159,NA,,,,FBgn0050159,CG30159
CG30373,FBgn0050373,NA,,,,FBgn0050373,CG30373
CG30415,FBgn0250838,NA,,,,FBgn0250838,roh
CG30491,FBgn0050491,NA,,,,FBgn0050491,CG30491
CG30493,FBgn0050493,NA,,,,FBgn0050493,Coq9
CG3107,FBgn0033005,NA,,,,FBgn0033005,CG3107
CG31126,FBgn0051126,NA,,,,FBgn0051126,CG31126
CG31178,FBgn0064912,NA,,,,FBgn0064912,CG31178
CG31198,FBgn0051198,NA,,,,FBgn0051198,CG31198
CG31229,FBgn0051229,NA,,,,FBgn0051229,CG31229
CG31233,FBgn0051233,NA,,,,FBgn0051233,CG31233
CG31278,FBgn0051278,NA,,,,FBgn0051278,CG31278
CG31343,FBgn0051343,NA,,,,FBgn0051343,CG31343
CG31538,FBgn0051538,NA,,,,FBgn0051538,CG31538
CG31548,FBgn0051548,NA,,,,FBgn0051548,CG31548
CG3156,FBgn0023536,NA,,,,FBgn0023536,CG3156
CG31673,FBgn0051673,NA,,,,FBgn0051673,CG31673
CG31739,FBgn0051739,NA,,,,FBgn0051739,AspRS-m
CG32026,FBgn0052026,NA,,,,FBgn0052026,CG32026
CG32103,FBgn0052103,NA,,,,FBgn0052103,SCaMC
CG32174,FBgn0052174,NA,,,,FBgn0052174,Coq4
CG3226,FBgn0029882,NA,,,,FBgn0029882,CG3226
CG32500,FBgn0052500,NA,,,,FBgn0285970,CG32500
CG3262,FBgn0032986,NA,,,,FBgn0032986,CG3262
CG32649,FBgn0052649,NA,,,,FBgn0052649,Coq8
CG3267,FBgn0042083,NA,,,,FBgn0042083,Mccc2
CG3270,FBgn0033093,NA,,,,FBgn0033093,CG3270
CG32857,FBgn0052857,NA,,,,FBgn0052857,CG32857
CG3301,FBgn0038878,NA,,,,FBgn0038878,CG3301
CG33054,FBgn0053054,NA,,,,FBgn0053054,CG33054
CG33170,FBgn0053170,NA,,,,FBgn0053170,CG33170
CG33228,FBgn0261373,NA,,,,FBgn0261373,CG33228
CG33303,FBgn0053303,NA,,,,FBgn0053303,CG33303
CG33340,FBgn0053340,NA,,,,FBgn0053340,CG33340
CG33502,FBgn0053502,NA,,,,FBgn0053502,CG33502
CG33649,FBgn0064115,NA,,,,FBgn0064115,GatC
CG33791,FBgn0035240,NA,,,,FBgn0035240,CG33791
CG34117,FBgn0083953,NA,,,,FBgn0083953,CG34117
CG34132,FBgn0083968,NA,,,,FBgn0083968,CG34132
CG34140,FBgn0083976,NA,,,,FBgn0083976,CG34140
CG34148,FBgn0083984,NA,,,,FBgn0083984,CG34148
CG34150,FBgn0083986,NA,,,,FBgn0083986,CG34150
CG34172,FBgn0085201,NA,,,,FBgn0085201,CG34172
CG3420,FBgn0033100,NA,,,,FBgn0033100,CG3420
CG34310,FBgn0085339,NA,,,,FBgn0085339,CG34310
CG34424,FBgn0085453,NA,,,,FBgn0085453,Mthfs
CG3499,FBgn0034792,NA,,,,FBgn0034792,YME1L
CG3566,FBgn0029854,NA,,,,FBgn0029854,CG3566
CG3603,FBgn0029648,NA,,,,FBgn0029648,CG3603
CG3608,FBgn0035039,NA,,,,FBgn0035039,Adck1
CG3626,FBgn0029706,NA,,,,FBgn0029706,CG3626
CG3663,FBgn0035044,NA,,,,FBgn0035044,CG3663
CG3719,FBgn0024986,NA,,,,FBgn0024986,CG3719
CG3776,FBgn0035088,NA,,,,FBgn0035088,CG3776
CG3803,FBgn0034938,NA,,,,FBgn0034938,CG3803
CG3835,FBgn0023507,NA,,,,FBgn0023507,D2hgdh
CG3862,FBgn0031286,NA,,,,FBgn0031286,CG3862
CG3902,FBgn0036824,NA,,,,FBgn0036824,CG3902
CG3961,FBgn0036821,NA,,,,FBgn0036821,CG3961
CG3999,FBgn0037801,NA,,,,FBgn0037801,CG3999
CG4042,FBgn0037018,NA,,,,FBgn0037018,CG4042
CG40472,FBgn0085736,NA,,,,FBgn0085736,CG40472
CG4095,FBgn0029890,NA,,,,FBgn0029890,Fum2
CG41128,FBgn0069923,NA,,,,FBgn0069923,CG41128
CG42376,FBgn0259722,NA,,,,FBgn0259722,CG42376
CG42497,FBgn0260223,NA,,,,FBgn0260223,CG42497
CG42518,FBgn0260392,NA,,,,FBgn0260392,CG42518
CG42708,FBgn0261625,NA,,,,FBgn0261625,GLS
CG4278,FBgn0014092,NA,,,,FBgn0014092,CG4278
CG43078,FBgn0262508,NA,,,,FBgn0262508,CG43078
CG43322,FBgn0263027,NA,,,,FBgn0263027,CG43322
CG4365,FBgn0037024,NA,,,,FBgn0037024,tzn
CG44243,FBgn0265178,NA,,,,FBgn0265178,CG44243
CG4447,FBgn0035980,NA,,,,FBgn0035980,mRRF1
CG45076,FBgn0266446,NA,,,,FBgn0266446,CG45076
